critic_name,top_critic,publisher_name,total_reviews,agreement_rate,big_movie_agreement_rate,fresh_rate,tier
Lane Mills,False,InSession Film,21,0.7619,1.0,0.5714,newcomer
LaNeysha Campbell,False,But Why Tho?,32,0.6452,,0.9375,established
Larry Fried,False,POV Magazine,20,0.8125,,0.85,newcomer
Larushka Ivan-Zadeh,True,,100,0.8776,0.8333,0.72,veteran
Laslo Rojas Contreras,False,Cinencuentro,8,1.0,,1.0,newcomer
Latoya Austin,True,,72,0.8676,1.0,0.9861,established
Laura Miller,False,Slate,32,0.5,,0.4688,established
Laura Moreno,False,Bay Area Reporter,13,0.9091,,0.9231,newcomer
Laura N. Vitali,False,EscribiendoCine,19,0.6875,,0.7895,newcomer
Laura Nowak,False,TV Fanatic,11,0.3333,,1.0,newcomer
Laura Pérez,False,Fotogramas,50,0.8889,0.5,0.94,established
Laura Sirikul,True,,31,0.8387,,0.8065,established
Laura Stott,False,The Sun (UK),40,0.85,0.8,0.75,established
Lauren Chval,False,AV Club,59,0.7288,,0.5763,established
Lauren LaMagna,False,Next Best Picture,58,0.7895,0.75,0.9138,established
Lauren Wissot,False,Slant Magazine,70,0.6615,,0.6286,established
Laurence Boyce,True,,100,0.8488,,0.86,veteran
Leaf Arbuthnot,False,Guardian,18,0.8,1.0,0.6111,newcomer
Leah Schnelbach,True,,18,0.8333,1.0,1.0,newcomer
Lee Marshall,False,Screen International,100,0.8475,,0.86,veteran
Lee McCoy,True,,100,0.7576,0.7647,0.82,veteran
Lee Zumpe,True,,100,0.866,0.8667,0.79,veteran
Lena Wilson,False,New York Times,100,0.6701,,0.58,veteran
Leonardo D'Esposito,False,La Nación (Argentina),8,0.8333,,0.875,newcomer
Leonie Cooper,False,NME (New Musical Express),19,0.8947,,0.8421,newcomer
Lex Briscuso,True,,100,0.8485,0.75,0.87,veteran
Lex Pryor,False,The Ringer,8,1.0,,1.0,newcomer
Liam Hanlon,False,Film Ireland Magazine,32,0.9,,0.8438,established
Liam Mathews,False,TV Guide,12,0.75,,1.0,newcomer
Lili Loofbourow,True,,39,0.8205,,0.7692,established
Lily Moayeri,False,Under the Radar,5,0.8,,0.8,newcomer
Linda Holmes,True,,100,0.899,0.9375,0.86,veteran
Lindsay Press,False,Culturess,31,0.8387,,0.4839,established
Lindsey Romain,True,,56,0.8393,0.3333,0.8393,established
Lisa Johnson Mandell,True,,100,0.7041,0.7436,0.79,veteran
Lisa Nystrom,False,FILMINK (Australia),56,0.7692,,0.6964,established
Lisa Trifone,True,,100,0.84,0.7273,0.86,veteran
Lisa Wright,False,NME (New Musical Express),6,1.0,,1.0,newcomer
Liselotte Vanophem,False,Geek Vibes Nation,43,0.8158,0.5,0.8837,established
Lissete Lanuza Sáenz,True,,70,0.7424,,0.8143,established
Liz Shannon Miller,True,,100,0.8485,0.8043,0.84,veteran
Lonita Cook,True,,100,0.6768,,0.8,veteran
Lorraine Ali,True,,29,0.8571,,0.7931,newcomer
Lou Thomas,True,,86,0.8929,0.9,0.9535,established
Louis Roberts,False,Loud and Clear Reviews,41,0.7273,,0.8293,established
Louise Rugendyke,False,Sydney Morning Herald,6,1.0,,1.0,newcomer
Lucy Mangan,True,,67,0.913,,0.9104,established
Lucy Peters,False,Little White Lies,8,1.0,,1.0,newcomer
Luis Pomales-Diaz,True,,15,0.9286,0.75,0.6,newcomer
Luke Hearfield,False,We Got This Covered,17,0.75,,0.7647,newcomer
Luke Spafford,False,Starburst,19,0.7333,,0.8947,newcomer
Luna Guthrie,False,Collider,54,0.5957,,0.7593,established
Lynden Barber,True,,100,0.8687,,0.87,veteran
Lyvie Scott,True,,90,0.7889,0.9444,0.7444,established
Lé Baltar,False,In Review Online,7,0.8571,,0.8571,newcomer
M.V. Moorhead,True,,100,0.81,0.8611,0.87,veteran
Maddy Mussen,False,London Evening Standard,11,0.8,0.8,0.7273,newcomer
Mads Misasi,False,Tell-Tale TV,6,1.0,,1.0,newcomer
Mae Abdulbaki,True,,100,0.77,0.9231,0.8,veteran
Maggie Boccella,True,,17,0.7059,,0.6471,newcomer
Maggie Lovitt,True,,100,0.7475,1.0,0.85,veteran
Mahmoud Mahdy,True,,48,0.7917,0.7143,0.7708,established
Malcolm Johnson,False,Hartford Courant,100,0.75,,0.65,veteran
Manu Yáñez,True,,100,0.883,0.8333,0.96,veteran
Marah Eakin,False,Chicago Reader,14,0.7857,,0.6429,newcomer
Marc Burrows,False,HeyUGuys,28,0.8214,,0.8571,newcomer
Marcelo Stiletano,False,La Nación (Argentina),100,0.7684,0.7742,0.78,veteran
Margaret Lyons,True,,9,0.875,,0.7778,newcomer
Margot Harrison,True,,100,0.9184,0.8636,0.95,veteran
Marianna Neal,True,,100,0.92,0.9545,0.82,veteran
Marie Saadeh,False,Exclaim!,12,0.8182,,0.8333,newcomer
Mariló Delgado,False,Espinof,58,0.9231,,0.9655,established
Marina Ashioti,False,Little White Lies,87,0.8519,,0.8276,established
Marisa Carpico,True,,100,0.76,1.0,0.78,veteran
Marjorie Baumgarten,True,,100,0.7895,,0.77,veteran
Mark Demetrius,False,FILMINK (Australia),100,0.8571,0.75,0.89,veteran
Mark Hughes,True,,100,0.84,0.9091,0.93,veteran
Mark Jackson,False,Epoch Times,100,0.7263,0.68,0.66,veteran
Mark Johnson,True,,100,0.81,1.0,0.83,veteran
Mark Keizer,True,,100,0.7604,0.9,0.56,veteran
Mark Kennedy,False,Associated Press,100,0.69,0.6875,0.53,veteran
Mark Kermode,True,,100,0.8144,0.8286,0.77,veteran
Mark Leydorf,False,Bloomberg News,13,0.7692,0.8333,0.7692,newcomer
Mark R. Leeper,True,,100,0.7812,,0.82,veteran
Mark Schilling,False,Screen International,100,0.92,,0.92,veteran
Markie Robson-Scott,False,The Arts Desk,100,0.8438,,0.89,veteran
Marko Djurdjić,False,Exclaim!,26,0.56,0.25,0.4615,newcomer
Marlon Wallace,True,,100,0.6771,0.6111,0.61,veteran
Marriska Fernandes,True,,51,0.8235,,0.7451,established
Marta Medina Pérez,True,,100,0.8298,1.0,0.71,veteran
Martin Robinson,False,London Evening Standard,9,0.8889,0.6667,0.7778,newcomer
Martin Tsai,True,,100,0.7,0.7647,0.62,veteran
Martin Unsworth,False,Starburst,100,0.7286,,0.97,veteran
Marty Brown,False,Common Sense Media,21,0.9444,,0.7619,newcomer
Martín Fernández Cruz,False,La Nación (Argentina),26,0.8696,,0.9231,newcomer
Mary Kassel,False,Screen Rant,63,0.7903,0.75,0.7619,established
Mary McNamara,False,Los Angeles Times,34,0.8182,,0.7059,established
Mary Siroky,False,Consequence,21,0.8571,,0.8095,newcomer
Mathew DeKinder,True,,100,0.8,0.8,0.86,veteran
Mathew Rodriguez,False,Out Magazine,8,0.625,0.6667,0.5,newcomer
Matt Brunson,True,,100,0.84,0.6,0.69,veteran
Matt Campbell,False,MovieJawn,8,1.0,,1.0,newcomer
Matt Donato,True,,100,0.8352,0.65,0.73,veteran
Matt Fernandez,False,Geeks of Color,27,0.5926,0.75,0.8519,newcomer
Matt Fowler,False,IGN Movies,100,0.7172,,0.66,veteran
Matt Hambidge,False,FandomWire,34,0.7059,1.0,0.5588,established
Matt Hudson,True,,100,0.8211,0.8696,0.68,veteran
Matt Lynch,False,In Review Online,100,0.62,0.5714,0.39,veteran
Matt Mahler,False,PopMatters,5,1.0,,1.0,newcomer
Matt Maytum,False,Total Film,100,0.81,0.75,0.82,veteran
Matt McCracken,False,In Review Online,22,0.5789,,0.5909,newcomer
Matt Neal,True,,100,0.83,0.8095,0.87,veteran
Matt Oakes,True,,100,0.78,0.7209,0.74,veteran
Matt Patches,True,,100,0.87,,0.89,veteran
Matt Purslow,False,IGN Movies,5,0.8,,0.8,newcomer
Matt Rodgers,False,Flickering Myth,89,0.7955,0.8,0.764,established
Matt Rodriguez,True,,100,0.73,0.6957,0.75,veteran
Matt Roush,True,,88,0.8675,,0.8523,established
Matt Schimkowitz,False,AV Club,29,0.7586,,0.7241,newcomer
Matt Schley,False,Japan Times,55,0.8571,,0.7455,established
Matt Singer,True,,100,0.8,0.8636,0.63,veteran
Matt Wolf,False,Variety,100,0.73,,0.59,veteran
Matt Zoller Seitz,True,,100,0.7742,0.75,0.8,veteran
Matthew Aguilar,False,ComicBook.com,8,0.5,,1.0,newcomer
Matthew Bond,False,Daily Mail (UK),100,0.75,0.8,0.65,veteran
Matthew Briody,False,Film Ireland Magazine,17,1.0,,1.0,newcomer
Matthew Carey,False,Deadline Hollywood Daily,23,0.9048,,1.0,newcomer
Matthew Haynes,True,,14,1.0,1.0,0.8571,newcomer
Matthew Huff,True,,34,0.7647,0.9091,0.6765,established
Matthew Jackson,True,,100,0.9381,0.95,0.89,veteran
Matthew Koss,True,,100,0.7778,0.7105,0.83,veteran
Matthew Monagle,True,,100,0.78,0.6667,0.76,veteran
Matthew Passantino,True,,100,0.74,0.6667,0.63,veteran
Matthew Singer,False,Time Out,14,0.8571,,0.7857,newcomer
Matías Mora Montero,False,EscribiendoCine,23,0.913,,0.913,newcomer
Maureen Lee Lenker,False,Entertainment Weekly,84,0.8333,0.8182,0.7619,established
Mauricio Jarufe Caballero,False,Cinencuentro,35,0.9412,0.8889,0.9143,established
Max Allen,False,Horror Movie Talk,40,0.775,0.4,0.7,established
Max Borg,False,Next Best Picture,30,0.7407,,0.8333,established
Max Cea,False,Salon.com,20,0.85,,0.9,newcomer
Max Fainaru-Wada,False,Willamette Week,6,0.6667,,0.5,newcomer
Max Gao,True,,8,0.75,,1.0,newcomer
Max Weiss,True,,100,0.88,0.85,0.89,veteran
Maxance Vincent,True,,100,0.7292,0.7778,0.65,veteran
Maxwell Rabb,False,Chicago Reader,100,0.6939,0.8065,0.59,veteran
Mayukh Sen,False,,6,0.6667,,0.6667,newcomer
MD Russell,False,MovieJawn,7,0.5714,,0.5714,newcomer
Meg Watson,False,Sydney Morning Herald,10,0.7,,0.6,newcomer
Megan Fisher,False,Loud and Clear Reviews,56,0.7925,,0.8036,established
Megan Loucks,False,InSession Film,47,0.7273,,0.8936,established
Megan McLachlan,True,,37,0.9706,1.0,1.0,established
Megan Rosenfeld,False,Washington Post,13,0.8462,,0.5385,newcomer
Meghan O'Keefe,True,,22,0.8095,0.6667,0.8182,newcomer
Melanie Fischer,False,Pajiba,41,0.7561,0.5,0.3659,established
Melanie McDonagh,False,London Evening Standard,6,0.8333,,1.0,newcomer
Melanie McFarland,True,,100,0.8763,,0.73,veteran
Melissa Hannon,True,,70,0.8,,0.9571,established
Melody McCune,True,,29,0.8276,,0.8966,newcomer
Meredith G. White,False,Arizona Republic,24,0.7917,1.0,0.7917,newcomer
Meredith Jill Brown,True,,100,0.3929,,0.8,veteran
Meredith Loftus,False,Collider,7,0.8571,,0.5714,newcomer
Mia Pflueger,True,,23,0.6364,,0.6087,newcomer
Mia Staub,False,Christianity Today,7,1.0,1.0,1.0,newcomer
Michael Andor Brodeur,False,Boston Globe,8,1.0,,1.0,newcomer
Michael Balderston,False,AwardsCircuit.com,88,0.7955,0.8571,0.7273,established
Michael Bonner,False,Uncut Magazine [UK],100,0.94,,0.94,veteran
Michael Cook,False,Geek Vibes Nation,39,0.8462,,0.9487,established
Michael Hogan,False,Radio Times,29,0.8125,,0.6897,newcomer
Michael Lee,False,Film Ireland Magazine,31,0.9032,1.0,0.871,established
Michael Medved,True,,100,0.8384,0.9,0.82,veteran
Michael Nordine,True,,100,0.9,0.8788,0.86,veteran
Michael O'Sullivan,True,,100,0.68,,0.59,veteran
Michael Rechtshaffen,True,,100,0.8889,,0.76,veteran
Michael Scoular,False,In Review Online,27,0.4231,,0.3704,newcomer
Michael Sowell,False,Nerdspin,7,0.7143,0.6,1.0,newcomer
Michael Talbot-Haynes,False,Film Threat,100,0.8222,,0.95,veteran
Michael Walsh,False,AV Club,47,0.7447,0.9091,0.8298,established
Michael Ward,True,,100,0.8105,0.7273,0.72,veteran
Michael Wood,False,Slate,87,0.8621,1.0,0.8851,established
Michelle Kisner,True,,100,0.8602,0.875,0.89,veteran
Michelle Swope,True,,100,0.8506,1.0,0.95,veteran
Mick Jordan,False,Film Ireland Magazine,9,0.8571,,1.0,newcomer
Mick LaSalle,True,,100,0.65,0.7857,0.73,veteran
Miguel Castelo,False,EscribiendoCine,5,1.0,,1.0,newcomer
Mikal CG,False,Film Threat,18,0.5714,,1.0,newcomer
Mike DeAngelo,False,The Playlist,11,0.9091,,0.9091,newcomer
Mike Manalo,False,Geeks of Color,12,0.9167,0.875,0.9167,newcomer
Mike McCahill,True,,100,0.7586,,0.5,veteran
Mike McGranaghan,True,,100,0.7653,0.7895,0.77,veteran
Mike Patrick,False,MovieJawn,9,0.8889,0.6667,0.7778,newcomer
Mike Pearson,False,Denver Rocky Mountain News,23,0.5217,,0.7391,newcomer
Mike Reyes,False,CinemaBlend,100,0.64,,0.79,veteran
Mikel Zorrilla,True,,100,0.8687,0.8571,0.78,veteran
Mikkel Frederiksen,False,Film Threat,5,1.0,,1.0,newcomer
Mikkel Synder,False,Black Nerd Problems,5,1.0,,1.0,newcomer
Milo Garner,False,In Review Online,6,0.8333,,0.3333,newcomer
Milton Calopiña,False,Cinencuentro,8,0.875,1.0,0.875,newcomer
Mini Anthikad-Chhibber,True,,100,0.86,0.8571,0.73,veteran
Mira Fox,True,,11,0.7778,,0.5455,newcomer
Miranda Collinge,True,,23,0.7273,0.5714,0.7826,newcomer
Miriam Balanescu,False,Sight & Sound,14,0.8571,,0.9286,newcomer
Miyako Pleines,False,,92,0.6854,,0.5217,established
Moira MacDonald,True,,100,0.85,0.8333,0.81,veteran
Molly Edwards,False,Total Film,7,0.5714,0.6667,0.8571,newcomer
Monica Hesse,False,Washington Post,7,1.0,1.0,0.7143,newcomer
Monica Reid,True,,100,0.9462,,0.98,veteran
Monique Jones,True,,100,0.8495,,0.87,veteran
Monita Roy Mohan,True,,54,0.6078,0.3333,0.6111,established
Morgan Rojas,True,,100,0.9107,1.0,0.95,veteran
Morgan Shaunette,False,Willamette Week,60,0.8246,1.0,0.7167,established
Morris Yang,False,In Review Online,100,0.7209,,0.59,veteran
Murjani Rawls,True,,100,0.7879,0.7391,0.55,veteran
Mutale Kampuni,False,Film Ireland Magazine,8,0.8333,,1.0,newcomer
Nadine Whitney,True,,100,0.8989,0.8462,0.8,veteran
Nadir Samara,False,Screen Rant,87,0.8256,,0.7586,established
Nadira Begum,False,Paste Magazine,6,1.0,,0.8333,newcomer
Nadira Goffe,False,Slate,20,0.95,1.0,0.8,newcomer
Nadya Martinez,True,,51,0.8627,0.8125,0.7647,established
Naemi Victoria,False,Film Ireland Magazine,9,1.0,,0.8889,newcomer
Nagier Chambers,True,,87,0.8095,0.8537,0.8506,established
Nairon Santos de Morais,False,Loud and Clear Reviews,21,0.5294,,0.6667,newcomer
Nando Salvá,False,Cinemanía (Spain),100,0.87,1.0,0.89,veteran
Natalia Keogan,True,,100,0.7629,0.8,0.65,veteran
Natalia Trzenko,False,La Nación (Argentina),57,0.75,1.0,0.6316,established
Natalia Winkelman,True,,100,0.7576,,0.7,veteran
Nataliia Serebriakova,False,FILMINK (Australia),7,1.0,,0.8571,newcomer
Natasha Alvar,True,,100,0.7677,0.8947,0.76,veteran
Nate Adams,True,,100,0.7576,0.78,0.53,veteran
Nate Tinner-Williams,True,,20,0.5263,,0.65,newcomer
Nathan Chizen,False,Exclaim!,10,0.9,,0.6,newcomer
Nathan McVay,False,HeyUGuys,50,0.898,,0.98,established
Nathaniel Bell,True,,44,0.8409,,0.8409,established
Nathaniel Fetalvero,False,The New Paper (Singapore),14,0.5385,0.8,0.7857,newcomer
Nathaniel Muir,True,,100,0.7765,,0.93,veteran
Nathaniel Rogers,True,,100,0.8163,,0.67,veteran
Naveen Kumar,False,Washington Post,13,0.8462,0.6667,0.7692,newcomer
Ned Lannamann,False,"The Stranger (Seattle, WA)",88,0.7841,,0.5682,established
Neely Swanson,True,,100,0.8557,0.5,0.87,veteran
Neil Alcock,False,Empire Magazine,14,0.8571,,0.7143,newcomer
Neil Jillett,False,The Age (Australia),100,0.6364,,0.52,veteran
Neil McCormick,False,Sight & Sound,16,1.0,,1.0,newcomer
Neil Smith,False,BBC.com,100,0.8,,0.77,veteran
Neil Soans,False,The Times of India,100,0.8673,1.0,0.85,veteran
Nelson Acosta,True,,100,0.75,0.7368,0.65,veteran
Nicholas Brooks,False,CBR,45,0.6667,0.6667,0.8444,established
Nicholas Laskin,False,The Playlist,10,0.8,,0.7,newcomer
Nicholas Oon,True,,67,0.9545,,0.9104,established
Nick Boyd,False,Battle Royale With Cheese,31,1.0,,1.0,established
Nick Bradshaw,False,L.A. Weekly,48,0.8511,,0.7083,established
Nick Bythrow,False,Screen Rant,28,0.92,,0.8214,newcomer
Nick Hasted,False,Sight & Sound,100,0.82,0.9231,0.87,veteran
Nick Hilton,False,Independent (UK),24,0.7083,,0.5417,newcomer
Nick Howells,False,London Evening Standard,45,0.8222,0.875,0.8667,established
Nick James,False,Sight & Sound,44,0.8864,,0.8409,established
Nick Levine,False,NME (New Musical Express),100,0.81,0.8333,0.82,veteran
Nick Pinkerton,True,,100,0.7347,,0.72,veteran
Nick Ruhrkraut,False,AwardsWatch,12,0.8182,,0.9167,newcomer
Nick Schager,True,,100,0.8,0.7742,0.66,veteran
Nick Valdez,False,ComicBook.com,12,0.9167,,1.0,newcomer
Nick Venable,False,CinemaBlend,12,0.6364,,1.0,newcomer
Nicola Austin,True,,100,0.86,0.9,0.88,veteran
Nicole Drum,False,ComicBook.com,10,1.0,,0.9,newcomer
Nicole Eckrich,False,Willamette Week,6,1.0,,0.8333,newcomer
Nikki Baughan,True,,100,0.8101,0.8333,0.83,veteran
Nikki Gemmell,False,The Australian,41,0.7179,0.5714,0.7805,established
Nilton Arana,False,Cinencuentro,26,0.7143,,0.8462,newcomer
Nina Metz,False,Chicago Tribune,65,0.5645,,0.5692,established
Noel Murray,True,,100,0.83,,0.87,veteran
Noel Ransome,False,,8,0.875,,0.75,newcomer
Noel Taylor,False,Ottawa Citizen,100,0.76,,0.65,veteran
Nora Lee Mandel,True,,100,0.9028,,0.92,veteran
Norman Wilner,True,,100,0.7449,,0.71,veteran
Nuha Hassan,True,,100,0.82,,0.71,veteran
Nuria Vidal,False,Cinemanía (Spain),50,0.7778,,0.82,established
Néstor Burtone,False,Otroscines.com,64,0.717,,0.5781,established
Odie Henderson,True,,100,0.59,0.5854,0.42,veteran
Olga Artemyeva,False,ScreenAnarchy,83,0.85,0.4286,0.7711,established
Oli Welsh,False,Polygon,38,0.7105,0.75,0.6316,established
Oliver Pfeiffer,False,Total Film,19,0.6316,,0.6842,newcomer
Oliver Weir,False,The Playlist,22,0.7273,,0.5909,newcomer
Omar Holmon,True,,28,0.8148,,0.9643,newcomer
Oscar Aitchison,False,Little White Lies,10,0.625,,0.5,newcomer
Pablo De Vita,False,La Nación (Argentina),75,0.8302,,0.9067,established
Pablo O. Scholz,False,Clarín,100,0.7471,0.7419,0.84,veteran
Pablo Vázquez,False,Espinof,100,0.625,0.75,0.95,veteran
Pallavi Keswani,False,The Hindu,33,0.8788,,0.697,established
Pamela Powell,True,,100,0.73,1.0,0.85,veteran
Panos Kotzathanasis,True,,100,0.84,,0.87,veteran
Paolo Ragusa,False,Consequence,11,0.8182,,1.0,newcomer
Pat Brown,False,Slant Magazine,100,0.78,,0.65,veteran
Pat Bulfamante,True,,34,0.7353,0.7778,0.8529,established
Pat Mullen,True,,100,0.9351,0.9375,0.93,veteran
Pat Padua,True,,100,0.8452,,0.84,veteran
Pat Stacey,False,Irish Independent,57,0.8649,,0.8421,established
Patrick Beatty,True,,100,0.8586,0.8462,0.8,veteran
Patrick Cremona,False,Radio Times,68,0.8676,1.0,0.7647,established
Patrick McDonald,True,,100,0.8387,0.8158,0.9,veteran
Patrick Smith,False,Daily Telegraph (UK),36,0.8889,,0.6944,established
Patrick Sproull,False,Den of Geek,17,0.75,,0.7059,newcomer
Paul Attard,False,Slant Magazine,64,0.4138,,0.2969,established
Paul Harris,False,The Age (Australia),5,0.8,,0.4,newcomer
Paul Kalina,False,The Age (Australia),5,0.6,,0.6,newcomer
Paul Klein,True,,100,0.7653,0.7391,0.69,veteran
Paul Marchbanks,False,Christianity Today,7,0.4286,0.6,0.5714,newcomer
Paul Mount,False,Starburst,100,0.6842,0.8571,0.89,veteran
Paul Tassi,True,,11,0.8182,,0.6364,newcomer
Paula Arantzazu Ruiz,False,Espinof,100,0.8941,,0.92,veteran
Paula Hernandez Platero,False,Cinemanía (Spain),9,0.75,1.0,1.0,newcomer
Pauline Adamek,False,FILMINK (Australia),59,0.8276,,0.8136,established
Payton McCarty-Simas,False,Film Inquiry,41,0.8158,0.6667,0.7805,established
Pedro Luis Graterol,False,The Young Folks,31,0.8065,1.0,0.8065,established
Pedro Paunero,False,EscribiendoCine,34,0.8125,0.8,0.7647,established
Peg Aloi,True,,100,0.9462,1.0,0.97,veteran
Pere Vall,False,Fotogramas,44,0.9,,0.9545,established
Perry Norton,False,Film Threat,51,0.7568,,0.8431,established
Pete Vonder Haar,False,L.A. Weekly,100,0.76,0.75,0.61,veteran
Peter Bodie,False,Film Ireland Magazine,9,0.8333,,0.8889,newcomer
Peter Debruge,True,,100,0.8144,0.8261,0.83,veteran
Peter Hoskin,False,Daily Mail (UK),17,0.8235,0.75,0.7059,newcomer
Peter Keough,True,,100,0.7794,0.5556,0.85,veteran
Peter Martin,True,,100,0.7561,0.7368,0.88,veteran
Peter Watts,False,Uncut Magazine [UK],7,0.8333,,0.7143,newcomer
Peyton Robinson,False,RogerEbert.com,100,0.7938,,0.57,veteran
Phil Nobile Jr.,False,Birth.Movies.Death.,20,0.8,,0.7,newcomer
Phil Walsh,False,Geek Vibes Nation,96,0.6667,,0.7604,established
Philip Bagnall,False,Next Best Picture,96,0.7931,0.75,0.6771,established
Philip De Semlyen,True,,100,0.9588,0.9394,0.98,veteran
Philip French,False,The Times (UK),100,0.81,,0.59,veteran
Philip Kennicott,False,Washington Post,63,0.746,,0.6032,established
Phoebe Chen,False,4:3,21,0.7368,,0.7619,newcomer
Phoenix Clouden,False,Geek Vibes Nation,6,0.8333,,0.8333,newcomer
Phuong Le,True,,100,0.9024,,0.86,veteran
Pierce Conran,True,,39,1.0,,0.9231,established
Pippa Bailey,False,New Statesman,14,0.8571,1.0,0.7857,newcomer
PJ Grisar,True,,19,0.5556,,0.6842,newcomer
Polly Conway,True,,19,0.7857,,0.9474,newcomer
Prathyush Parasuraman,False,Film Companion,74,0.6333,,0.3784,established
Priyanka Sundar,False,Hindustan Times,84,0.7612,,0.4643,established
Proma Khosla,False,IndieWire,53,0.86,,0.8868,established
Q.V. Hough,True,,100,0.8621,,0.84,veteran
Qina Liu,False,Seattle Times,5,1.0,,1.0,newcomer
Rachael Harper,False,SciFiNow,44,0.7273,1.0,0.9091,established
Rachel Cooke,True,,32,0.8077,,0.7188,established
Rachel Ho,True,,100,0.8605,0.92,0.75,veteran
Rachel LaBonte,False,Screen Rant,100,0.7143,1.0,0.78,veteran
Rachel Leishman,True,,100,0.79,0.8511,1.0,veteran
Rachel Pronger,False,Sight & Sound,12,0.7273,,0.75,newcomer
Rachel Saslow,False,Washington Post,12,0.3636,,0.3333,newcomer
Rachel Shatto,True,,62,0.8621,0.8462,0.8387,established
Rachel Syme,False,The New Yorker,11,1.0,,1.0,newcomer
Rachel Tolleson,False,The Mary Sue,18,0.8889,0.8,1.0,newcomer
Rachel Wagner,True,,100,0.7241,0.5714,0.72,veteran
Radheyan Simonpillai,True,,100,0.7551,0.8056,0.66,veteran
Radhika Seth,False,Vogue,28,0.7857,0.7273,0.8571,newcomer
Rafa Sales Ross,True,,100,0.78,0.75,0.77,veteran
Randall King,True,,100,0.8878,,0.8,veteran
Randy Dankievitch,True,,14,0.5385,0.75,0.5,newcomer
Randy Meeks,False,Espinof,100,0.75,0.8333,0.72,veteran
Rania Richardson,True,,65,0.95,,0.9692,established
Ranny Vasquez,False,EscribiendoCine,6,0.8,,0.6667,newcomer
Raquel Stecher,True,,100,0.9222,,0.95,veteran
Ray Pride,True,,100,0.8842,0.9375,0.92,veteran
Raúl Álvarez,False,El antepenúltimo mohicano,10,0.9,1.0,0.9,newcomer
Ready Steady Cut Staff,False,Ready Steady Cut,25,0.8261,,0.84,newcomer
Reanna Cruz,False,Pop Culture Happy Hour (NPR Podcast),5,0.8,0.6667,0.6,newcomer
Rebecca Harrison,True,,53,0.7885,,0.6981,established
Rebecca Nicholson,True,,39,0.9259,,0.8718,established
Rebecca Onion,False,Slate,13,0.8462,,0.6154,newcomer
Rebecca Tucker,False,Globe and Mail,10,0.7,,0.7,newcomer
Reginald Ponder,True,,64,0.8438,0.9231,0.9219,established
Renuka Vyavahare,True,,100,0.7419,0.8667,0.77,veteran
Reuben Baron,True,,100,0.7629,0.8,0.77,veteran
Rex Reed,True,,100,0.6263,0.6667,0.6,veteran
Rhian Daly,False,NME (New Musical Express),21,0.8421,,0.8571,newcomer
Rich Juzwiak,False,Slate,100,0.7576,,0.67,veteran
Richard Bardon,False,Mad About Movies Podcast,24,0.875,1.0,0.7917,newcomer
Richard Kuipers,False,Variety,100,0.8415,,0.89,veteran
Richard Roeper,True,,100,0.8,0.8462,0.81,veteran
Richard Whittaker,False,Austin Chronicle,100,0.8081,0.8621,0.72,veteran
Rick Bentley,True,,100,0.8788,0.875,0.66,veteran
Rick Hong,False,Film Threat,19,0.4211,,0.8421,newcomer
Rick Romancito,True,,100,0.75,0.72,0.83,veteran
Ricky Archuleta,False,Film Threat,10,0.8333,,0.9,newcomer
Ricky Church,False,Flickering Myth,43,0.8333,1.0,0.9302,established
Ridge Harripersad,True,,33,0.8485,1.0,0.9697,established
Rihaana Stephens,False,Geeks of Color,17,0.6471,0.6667,0.8235,newcomer
Rino Lu,False,ScreenAnarchy,11,0.9091,,1.0,newcomer
Rishma Dosani,False,Metro Newspaper (UK),5,0.4,,0.8,newcomer
Rita Di Santo,True,,24,0.7273,1.0,0.8333,newcomer
Ritesh Mehta,False,IndieWire,14,0.8462,,0.7857,newcomer
Rob Leane,False,Radio Times,5,0.4,,0.8,newcomer
Rob Owen,True,,100,0.7065,,0.73,veteran
Rob Sheffield,False,Rolling Stone,8,1.0,,1.0,newcomer
Rob Silverman Ascher,False,Chicago Reader,12,0.8182,,0.75,newcomer
Robbie Roberts,False,"News & Observer (Raleigh, NC)",9,0.8889,,0.8889,newcomer
Robert Abele,True,,100,0.8969,,0.87,veteran
Robert Brian Taylor,False,Collider,28,0.75,,0.3571,newcomer
Robert Butler III,False,Geeks of Color,17,0.9412,,0.9412,newcomer
Robert Daniels,True,,100,0.7333,0.6364,0.65,veteran
Robert Hutton,True,,5,0.8,0.75,0.4,newcomer
Robert Kojder,True,,100,0.7071,0.8,0.54,veteran
Robert Levin,True,,100,0.78,0.6667,0.52,veteran
Robert Lloyd,False,Los Angeles Times,100,0.883,,0.85,veteran
Robert Martin,False,Globe and Mail,48,0.7917,,0.8125,established
Robert Ruggio,False,AwardsWatch,20,0.85,,0.85,newcomer
Robert Stinner,False,In Review Online,43,0.725,,0.6512,established
Robert W. Butler,True,,100,0.798,0.7917,0.77,veteran
Robert W. Monk,False,FILMINK (Australia),64,0.9298,,0.8906,established
Roberto Tyler Ortiz,False,Loud and Clear Reviews,99,0.7831,0.875,0.6162,established
Robyn Bahr,True,,42,0.7436,,0.5238,established
Rocco T. Thompson,True,,100,0.7245,0.8182,0.74,veteran
Rocío Mariel González,False,EscribiendoCine,10,0.625,,0.7,newcomer
Rod Machen,False,Austin Chronicle,16,0.9286,,1.0,newcomer
Rodrigo Perez,True,,100,0.8041,0.8065,0.65,veteran
Roger Friedman,True,,100,0.6869,0.9,0.77,veteran
