critic_name,top_critic,publisher_name,total_reviews,agreement_rate,big_movie_agreement_rate,fresh_rate,tier
John J. Puccio,False,Movie Metropolis,2001,0.8290854572713643,,0.5422288855572214,Reliable
John Kinloch,False,California Eagle,27,0.9629629629629629,,0.8518518518518519,Bellwether
John Kirk,False,Original Cin,80,0.6883,1.0,0.7625,established
John Lekich,False,Georgia Straight,34,0.8529411764705882,,0.38235294117647056,Bellwether
John Leonard,True,New York Magazine/Vulture,57,0.7368421052631579,,0.7368421052631579,Average
John Lui,False,The Straits Times (Singapore),606,0.7541254125412541,,0.6584158415841584,Reliable
John Lyttle,False,New Statesman,8,0.625,,0.625,newcomer
John McDonald,False,Australian Financial Review,79,0.8481012658227848,,0.7341772151898734,Reliable
John McMurtrie,True,San Francisco Chronicle,24,0.9166666666666666,,0.4583333333333333,Bellwether
John Monaghan,True,Detroit Free Press,558,0.7956989247311828,,0.36200716845878134,Reliable
John Nguyen,False,Nerd Reactor,39,0.6153846153846154,,0.8461538461538461,Mild Contrarian
John Noonan,False,FILMINK (Australia),100,0.8105,,0.88,veteran
John Nugent,False,Empire Magazine,100,0.8061,0.9091,0.77,veteran
John Oliver,False,Katrillion.com,39,0.717948717948718,,0.6153846153846154,Average
John P. McCarthy,False,ReelTalk Movie Reviews,271,0.7527675276752768,,0.5313653136531366,Reliable
John Patterson,False,L.A. Weekly,67,0.7014925373134329,,0.47761194029850745,Average
John Paul King,False,Washington Blade,100,0.9368,0.9167,0.99,veteran
John Paul Powell,False,Jam! Movies,51,0.5294117647058824,,0.5686274509803921,Contrarian
John Petrakis,True,Chicago Tribune,70,0.8142857142857143,,0.38571428571428573,Reliable
John Powers,False,L.A. Weekly,53,0.7735849056603774,,0.5849056603773585,Reliable
John R. McEwen,False,Film Quips Online,792,0.6767676767676768,,0.6590909090909091,Average
John Rocha,True,,48,0.8333,0.8571,0.7917,established
John Semley,False,Slant Magazine,100,0.62,,0.51,veteran
John Serba,False,MLive.com,100,0.7895,0.8,0.64,veteran
John Simon,False,Esquire Magazine,48,0.5208333333333334,,0.375,Contrarian
John Stark,True,,100,0.7531,0.7778,0.73,veteran
John Thomason,False,Orlando Weekly,133,0.6842105263157895,,0.5413533834586466,Average
John Tones,False,Espinof,132,0.7803030303030303,,0.8257575757575758,Reliable
John Urbancich,False,Your Movies (cleveland.com),641,0.8127925117004681,,0.7441497659906396,Reliable
John Venable,False,Supercala.com,529,0.6994328922495274,,0.7069943289224953,Average
John Walsh,True,Independent (UK),25,0.68,,0.56,Average
John Wenzel,False,Denver Post,55,0.7778,,0.6909,established
John Wilmes,False,Chicago Reader,10,0.8,,0.6,newcomer
John Wirt,False,"Advocate (Baton Rouge, LA)",942,0.7590233545647559,,0.5966029723991507,Reliable
John Wooley,False,Tulsa World,26,0.6538461538461539,,0.6538461538461539,Average
John Zebrowski,True,Seattle Times,48,0.75,,0.5416666666666666,Average
Johnny Butane,False,Dread Central,46,0.5434782608695652,,0.8043478260869565,Contrarian
Johnny Gayzmonic,False,Fanboys of the Universe,256,0.77734375,,0.65234375,Reliable
Johnny Loftus,False,Decider,100,0.8125,,0.94,veteran
Johnny Oleksinski,False,New York Post,100,0.75,0.6957,0.55,veteran
Johnny Vaughan,False,The Sun (UK),54,0.6296296296296297,,0.7962962962962963,Mild Contrarian
Jolene Mendez,False,Entertainment Spectrum,319,0.664576802507837,,0.664576802507837,Average
Joly Herman,False,Common Sense Media,60,0.5741,,0.8167,established
Jon Abrams,False,Daily Grindhouse,5,0.8,,0.8,newcomer
Jon Espino,False,The Young Folks,175,0.88,,0.5942857142857143,Bellwether
Jon Fortgang,False,Film4,104,0.875,,0.7980769230769231,Bellwether
Jon Frosch,True,,100,0.83,,0.6,veteran
Jon Lap,False,Apollo Guide,77,0.5844155844155844,,0.5714285714285714,Mild Contrarian
Jon Lyus,False,HeyUGuys,160,0.8125,,0.8875,Reliable
Jon Negroni,False,The Young Folks,44,0.8409090909090909,,0.5909090909090909,Reliable
Jon Niccum,False,Kansas City Star,335,0.7164179104477612,,0.6417910447761194,Average
Jon Popick,False,Planet S Magazine,1264,0.7444620253164557,,0.5522151898734177,Average
Jon Strickland,False,L.A. Weekly,26,0.8076923076923077,,0.34615384615384615,Reliable
Jon Winkler,False,The Young Folks,100,0.69,0.7083,0.46,veteran
Jonah Flicker,False,Paste Magazine,33,0.8484848484848485,,0.6666666666666666,Reliable
Jonathan Anderson,False,Starburst,37,0.7568,,0.9459,established
Jonathan Barkan,False,Dread Central,71,0.7183098591549296,,0.7887323943661971,Average
Jonathan Crocker,True,Little White Lies,34,0.7647058823529411,,0.7941176470588235,Reliable
Jonathan Curiel,True,San Francisco Chronicle,73,0.8493150684931506,,0.863013698630137,Reliable
Jonathan Dean,False,GQ Magazine [UK],22,0.6363636363636364,,0.6363636363636364,Mild Contrarian
Jonathan F. Richards,True,Film.com,162,0.8209876543209876,,0.7716049382716049,Reliable
Jonathan Foreman,True,New York Post,405,0.7777777777777778,,0.4444444444444444,Reliable
Jonathan Hatfull,False,SciFiNow,168,0.8214285714285714,,0.8333333333333334,Reliable
Jonathan Holland,True,Hollywood Reporter,23,0.6956521739130435,,0.782608695652174,Average
Jonathan Kiefer,False,SF Weekly,193,0.7823834196891192,,0.6787564766839378,Reliable
Jonathan Lack,False,We Got This Covered,107,0.7476635514018691,,0.6448598130841121,Average
Jonathan Lewis,False,Gay Chicago Magazine,32,0.78125,,0.65625,Reliable
Jonathan Perry,True,Boston Globe,24,0.8333333333333334,,0.4583333333333333,Reliable
Jonathan Pile,False,Empire Magazine,46,0.7391304347826086,,0.6956521739130435,Average
Jonathan R. Perry,False,Tyler Morning Telegraph (Texas),651,0.8325652841781874,,0.5238095238095238,Reliable
Jonathan Roberts,False,The New Paper (Singapore),81,0.8271604938271605,,0.5432098765432098,Reliable
Jonathan Romney,False,Independent on Sunday,42,0.6190476190476191,,0.6428571428571429,Mild Contrarian
Jonathan Rosenbaum,True,,100,0.7204,,0.67,veteran
Jonathan Sim,False,ComingSoon.net,100,0.71,0.7111,0.68,veteran
Jonathan Sánchez,False,Cinema Movil,39,0.7692307692307693,,0.6410256410256411,Reliable
Jonathan Takiff,False,Philadelphia Daily News,20,0.6,,0.95,Mild Contrarian
Jonathan Trout,True,BBC.com,20,0.75,,0.65,Average
Jonathan W. Hickman,True,,100,0.76,0.75,0.73,veteran
Joni Blyth,False,One Room With A View,49,0.7959183673469388,,0.673469387755102,Reliable
Jonita Davis,False,The Black Cape,30,0.7666666666666667,,0.8666666666666667,Reliable
Joonatan Itkonen,True,,100,0.7011,0.5556,0.63,veteran
Jordan Adler,False,We Got This Covered,112,0.7946428571428571,,0.48214285714285715,Reliable
Jordan Bassett,False,NME (New Musical Express),23,0.7391,0.8333,0.7826,newcomer
Jordan Calhoun,False,Black Nerd Problems,61,0.819672131147541,,0.6885245901639344,Reliable
Jordan Crucchiola,False,New York Magazine/Vulture,15,0.4,,0.8667,newcomer
Jordan Farley,False,SFX Magazine,48,0.6875,,0.6666666666666666,Average
Jordan Hiller,False,Bangitout.com,281,0.7793594306049823,,0.7864768683274022,Reliable
Jordan Hoffman,True,,100,0.7374,0.7857,0.77,veteran
Jordan King,True,,17,0.9412,,0.7059,newcomer
Jordan M. Smith,False,IONCINEMA.com,44,0.9545454545454546,,0.9545454545454546,Bellwether
Jordan Mintzer,False,Variety,100,0.8889,,0.86,veteran
Jordan Raup,True,,100,0.7857,,0.78,veteran
Jordan Reed,False,Boxoffice Magazine,35,0.8,,0.6,Reliable
Jordan Riefe,False,Truthdig,23,0.782608695652174,,0.8260869565217391,Reliable
Jordan Ruimy,True,,100,0.62,0.55,0.59,veteran
Jordi Batlle Caminal,False,La Vanguardia (Spain),32,0.78125,,0.8125,Reliable
Jordi Costa,False,El Pais (Spain),295,0.7389830508474576,,0.6779661016949152,Average
Jordon Searle,False,Loud and Clear Reviews,13,0.8182,,0.6923,newcomer
Jordy Sirkin,False,Jordy Reviews It,22,1.0,,0.8181818181818182,Bellwether
Jorge (JJ) Negrete,False,Butaca Ancha,131,0.7557251908396947,,0.7099236641221374,Reliable
Jorge Avila Andrade,False,Moviola,441,0.7777777777777778,,0.6485260770975056,Reliable
Jorge Ayala Blanco,False,El Universal,53,0.9245283018867925,,0.9245283018867925,Bellwether
Jorge Ignacio Castillo,False,The Canadian Crew,61,0.7049180327868853,,0.7049180327868853,Average
Jorge Iván Morales,False,Cine Premiere,28,0.7857142857142857,,0.8928571428571429,Reliable
Jorge Loser,False,Espinof,137,0.6861313868613139,,0.7445255474452555,Average
Jorge Rivera Rubio,True,,100,0.8,0.871,0.94,veteran
Jose Cordova,False,The Young Folks,7,0.8571,,0.7143,newcomer
Josef Braun,False,"Vue Weekly (Edmonton, Alberta)",96,0.7604166666666666,,0.6979166666666666,Reliable
Joseph Garcia,False,Dynamic Duel Podcast,46,0.7609,0.75,0.8261,established
Joseph Jon Lanthier,False,Slant Magazine,136,0.6617647058823529,,0.5220588235294118,Average
Joseph Neff,False,Spectrum Culture,31,0.8621,1.0,0.7419,established
Joseph Proimakis,False,Movies for the Masses,714,0.7128851540616247,,0.4369747899159664,Average
Joseph Stanichar,False,Paste Magazine,5,0.6,,0.4,newcomer
Joseph Tomastik,False,Loud and Clear Reviews,100,0.8404,0.875,0.72,veteran
Joseph Walsh,False,CineVue,243,0.8024691358024691,,0.6995884773662552,Reliable
Josephine Livingstone,True,The New Republic,70,0.7857142857142857,,0.7142857142857143,Reliable
Josephine O'Neill,False,Daily Telegraph (Australia),45,0.8888888888888888,,0.8222222222222222,Bellwether
Josh Bell,False,CBR,48,0.625,,0.3541666666666667,Mild Contrarian
Josh Cabrita,False,The Young Folks,66,0.7424242424242424,,0.6818181818181818,Average
Josh Davis,False,Pop Culture Leftovers,47,0.9149,,0.8936,established
Josh Gilchrist,False,rec.arts.movies.reviews,33,0.6666666666666666,,0.5151515151515151,Average
Josh Goller,False,Spectrum Culture,178,0.7921348314606742,,0.4438202247191011,Reliable
Josh Hurst,False,Christianity Today,46,0.6956521739130435,,0.6304347826086957,Average
Josh Hylton,False,Dark Horizons,34,0.7352941176470589,,0.5882352941176471,Average
Josh Kupecki,False,Austin Chronicle,174,0.7528735632183908,,0.5574712643678161,Reliable
Josh Larsen,True,,100,0.8351,0.7826,0.9,veteran
Josh Lasser,False,IGN Movies,127,0.7165354330708661,,0.5511811023622047,Average
Josh Martin,False,Film Inquiry,68,0.7352941176470589,,0.5882352941176471,Average
Josh Modell,True,AV Club,30,0.7666666666666667,,0.6666666666666666,Reliable
Josh Parham,False,AwardsWatch,100,0.7473,0.9091,0.63,veteran
Josh Ralske,False,All Movie Guide,143,0.7482517482517482,,0.8181818181818182,Average
Josh Rosenberg,False,Esquire Magazine,7,1.0,,0.7143,newcomer
Josh Rosenblatt,False,Austin Chronicle,171,0.7017543859649122,,0.4152046783625731,Average
Josh Slater-Williams,False,SciFiNow,22,0.8181818181818182,,0.6818181818181818,Reliable
Josh Sorokach,False,Decider,30,0.7778,,0.9333,established
Josh Spiegel,False,Movie Mezzanine,51,0.6666666666666666,,0.43137254901960786,Average
Josh Terry,False,Deseret News (Salt Lake City),787,0.7280813214739518,,0.6454891994917408,Average
Josh Wilding,False,ComicBookMovie.com,99,0.8383838383838383,,0.8282828282828283,Reliable
Josh Winning,False,Total Film,100,0.7879,,0.9,veteran
Joshua Bogatin,False,In Review Online,15,0.4167,,0.6,newcomer
Joshua Brunsting,False,The CriterionCast,49,0.7142857142857143,,0.8163265306122449,Average
Joshua Katzman,True,Chicago Reader,49,0.7346938775510204,,0.6530612244897959,Average
Joshua Land,True,Village Voice,34,0.7352941176470589,,0.5294117647058824,Average
Joshua M. Patton,False,CBR,18,0.75,,1.0,newcomer
Joshua Mbonu,False,AwardsWatch,49,0.7917,0.9091,0.6327,established
Joshua Peinado,False,In Review Online,16,0.4167,,0.5625,newcomer
Joshua Polanski,True,,100,0.65,0.5,0.67,veteran
Joshua Rivera,False,GQ,40,0.8,,0.7,Reliable
Joshua Rothkopf,True,Time Out,1367,0.7417702999268471,,0.5910753474762254,Average
Joshua Starnes,True,,100,0.7778,0.6,0.71,veteran
Joshua Stevens,False,Loud and Clear Reviews,29,0.92,,0.8966,newcomer
Joshua Tanzer,False,Offoffoff,171,0.7426900584795322,,0.6783625730994152,Average
Joshua Tyler,False,Giant Freakin Robot,24,0.625,,0.7083333333333334,Mild Contrarian
Joshua Vasquez,False,Slant Magazine,30,0.8333333333333334,,0.5,Reliable
Josiah Teal,False,Film Threat,100,0.8784,1.0,0.86,veteran
José Arce,False,LaButaca.net,63,0.7936507936507936,,0.5714285714285714,Reliable
José de Jesús Chávez Martínez,False,EscribiendoCine,10,0.5714,,0.9,newcomer
José Martín,False,El antepenúltimo mohicano,183,0.7923497267759563,,0.8852459016393442,Reliable
José Teodoro,False,Cinema Scope,28,0.8571428571428571,,0.6428571428571429,Bellwether
Jourdain Searles,False,Fishnet Cinema,22,0.7272727272727273,,0.8636363636363636,Average
Jovanka Vuckovic,False,Rue Morgue Magazine,21,0.6666666666666666,,0.9047619047619048,Average
Joy Tipping,True,Dallas Morning News,32,0.5625,,0.78125,Mild Contrarian
Joyce Slaton,False,Common Sense Media,102,0.6470588235294118,,0.8431372549019608,Mild Contrarian
Juan Barquin,True,,100,0.7576,0.5,0.75,veteran
Juan Carlos Berner,False,Cinetvymas.cl,31,0.7096774193548387,,0.7096774193548387,Average
Juan Carlos Ugarelli,False,Cinencuentro,45,0.9512,,0.9778,established
Juan Hernández,False,Cine 140,25,0.72,,0.56,Average
Juan Luis Caviaro,False,Espinof,40,0.775,,0.65,Reliable
Juan Pablo Pugliese,False,EscribiendoCine,24,0.7778,,0.6667,newcomer
Juan Pando,False,Fotogramas,100,0.875,,0.98,veteran
Juanma Fernández París,False,El Nuevo Día (Puerto Rico),125,0.76,,0.8,Reliable
Juanma González,False,Cinemanía (Spain),6,0.8,,0.6667,newcomer
Juanma Ruiz,False,Caimán Cuadernos de Cine,37,0.7567567567567568,,0.7567567567567568,Reliable
Jude Dry,True,indieWire,75,0.7333333333333333,,0.6266666666666667,Average
Judith Crist,False,Texas Monthly,21,0.7619047619047619,,0.8095238095238095,Reliable
Judith Egerton,False,"Courier-Journal (Louisville, KY)",251,0.8326693227091634,,0.7211155378486056,Reliable
Judith Lewis,False,L.A. Weekly,6,0.8333,,0.6667,newcomer
Judy Berman,True,,44,0.8605,,0.6818,established
Jules Brenner,False,Cinema Signals,1797,0.6900389538119087,,0.7078464106844741,Average
Julia Alexander,False,Polygon,42,0.8809523809523809,,0.5476190476190477,Bellwether
Julia Cooper,True,Globe and Mail,31,0.8387096774193549,,0.5806451612903226,Reliable
Julia Felsenthal,False,Vogue,33,0.8484848484848485,,0.9393939393939394,Reliable
Julia Raban,False,"The Stranger (Seattle, WA)",27,0.7407407407407407,,0.6666666666666666,Average
Julia Raeside,True,,11,0.6,,0.5455,newcomer
Julia Swift,True,,100,0.7576,0.75,0.75,veteran
Julia Wallace,True,Village Voice,33,0.6666666666666666,,0.3333333333333333,Average
Julian Lytle,False,Ignorant Bliss,54,0.6851851851851852,,0.7407407407407407,Average
Julian Roman,True,,100,0.7653,0.8276,0.78,veteran
Julian Shaw,False,FILMINK (Australia),25,0.72,,0.8,Average
Julian Singleton,True,,100,0.9149,1.0,0.94,veteran
Julian Wood,False,FILMINK (Australia),100,0.8229,1.0,0.91,veteran
Julie Crawford,False,"North Shore News (Vancouver, B.C.)",135,0.7555555555555555,,0.6814814814814815,Reliable
Julie Hinds,True,San Jose Mercury News,40,0.75,,0.475,Average
Julie Rigg,False,"MovieTime, ABC Radio National",173,0.7341040462427746,,0.7630057803468208,Average
Julie Washington,False,Cleveland Plain Dealer,100,0.71,,0.75,Average
Julio Fernando Navas,True,,91,0.7865,,0.7912,established
Jurgen Fauth,False,About.com,246,0.6910569105691057,,0.6504065040650406,Average
Justin Bower,False,Loud and Clear Reviews,22,0.8235,,0.7273,newcomer
Justin Brown,False,Medium Popcorn,100,0.6869,0.8824,0.66,veteran
Justin Carreiro,False,The Young Folks,15,0.9333,0.6667,0.4667,newcomer
Justin Carter,False,io9.com,5,1.0,,1.0,newcomer
Justin Chang,True,Variety,779,0.7573812580231065,,0.5365853658536586,Reliable
Justin Craig,False,FoxNews.com,182,0.7582417582417582,,0.7582417582417582,Reliable
Justin Gerber,False,Consequence of Sound,68,0.7794117647058824,,0.6176470588235294,Reliable
Justin Hartung,False,Citysearch,51,0.7647058823529411,,0.5686274509803921,Reliable
Justin Kim,False,Loud and Clear Reviews,66,0.697,0.6667,0.5455,established
Justin Lowe,True,Hollywood Reporter,258,0.686046511627907,,0.6162790697674418,Average
Justin Strout,False,Orlando Weekly,208,0.7451923076923077,,0.6971153846153846,Average
Justine Elias,True,Village Voice,20,0.85,,0.25,Reliable
Jyoti Sharma Bawa,False,Hindustan Times,38,0.9210526315789473,,0.6842105263157895,Bellwether
K. Austin Collins,False,Vanity Fair,100,0.69,,0.69,Average
Kahron Spearman,False,The Daily Dot,31,0.9354838709677419,,0.7419354838709677,Bellwether
Kaitlin Thomas,True,,7,0.8571,,0.8571,newcomer
Kaitlyn Booth,True,,100,0.81,0.84,0.76,veteran
Kaleem Aftab,False,The List,279,0.6953405017921147,,0.6093189964157706,Average
Kalvin Henely,False,Slant Magazine,57,0.7543859649122807,,0.543859649122807,Reliable
Kam Williams,False,DallasBlack.com,24,0.5,,0.7916666666666666,Contrarian
Kamal  'The Diva' Larsuel,False,3BlackChicks Review,496,0.7116935483870968,,0.5887096774193549,Average
Kamal Al-Solaylee,True,Globe and Mail,35,0.8,,0.5428571428571428,Reliable
Kambole Campbell,False,One Room With A View,36,0.8888888888888888,,0.75,Bellwether
Kanin Srimaneekulroj,False,Bangkok Post,48,0.9166666666666666,,0.5833333333333334,Bellwether
Kaori Shoji,False,Japan Times,110,0.7909090909090909,,0.8,Reliable
Kara Nesvig,True,Minneapolis Star Tribune,21,0.6666666666666666,,0.6666666666666666,Average
Karen D'Souza,True,San Jose Mercury News,34,0.8235294117647058,,0.6764705882352942,Reliable
Karen Gordon,False,Original Cin,73,0.7671232876712328,,0.8082191780821918,Reliable
Karen Han,False,Slashfilm,41,0.6097560975609756,,0.7560975609756098,Mild Contrarian
Karen Hershenson,False,Contra Costa Times,32,0.6875,,0.375,Average
Karen Karbo,False,Oregonian,47,0.8085106382978723,,0.5531914893617021,Reliable
Karen Krizanovich,False,Radio Times,99,0.6363636363636364,,0.7171717171717171,Mild Contrarian
Karen M. Peterson,True,,100,0.75,0.75,0.8,veteran
Karen Martin,False,Arkansas Democrat-Gazette,28,0.7857142857142857,,0.8214285714285714,Reliable
Karina Longworth,True,Village Voice,151,0.609271523178808,,0.4370860927152318,Mild Contrarian
Karina Montgomery,False,Cinerina,1017,0.6676499508357916,,0.7659783677482792,Average
Karl Delossantos,False,Smash Cut Reviews,259,0.8957528957528957,,0.8378378378378378,Bellwether
Karl French,True,Financial Times,59,0.7457627118644068,,0.4745762711864407,Average
Karl Puschmann,False,New Zealand Herald,21,0.8095238095238095,,0.8095238095238095,Reliable
Karl Quinn,False,Sydney Morning Herald,63,0.9107,1.0,0.873,established
Karlie Rogers,False,Exclaim!,9,0.8889,0.75,0.7778,newcomer
Kat Brown,False,Empire Magazine,20,0.55,,0.6,Contrarian
Kat Halstead,False,Common Sense Media,100,0.7931,,0.81,veteran
Kat Hughes,True,,100,0.8475,0.7333,0.96,veteran
Kate Beach,False,MovieJawn,7,1.0,,0.8571,newcomer
Kate Cameron,True,New York Daily News,44,0.9772727272727273,,1.0,Bellwether
Kate Erbland,False,Boxoffice Magazine,26,0.6538461538461539,,0.5384615384615384,Average
Kate Gardner,False,The Mary Sue,32,0.875,,0.75,Bellwether
Kate Muir,False,Daily Mail (UK),34,0.6764705882352942,,0.6764705882352942,Average
Kate Rodger,False,Newshub (NZ),255,0.8470588235294118,,0.8588235294117647,Reliable
Kate Stables,True,,100,0.8283,,0.9,veteran
Kate Sánchez,False,But Why Tho? A Geek Community,109,0.7798165137614679,,0.926605504587156,Reliable
Kate Taylor,True,Globe and Mail,289,0.671280276816609,,0.4809688581314879,Average
Katelyn Nelson,True,,56,0.8864,,0.9643,established
Katey Rich,False,Film Journal International,30,0.6333333333333333,,0.5666666666666667,Mild Contrarian
Katey Stoetzel,False,The Young Folks,46,0.782608695652174,,0.782608695652174,Reliable
Katherine McLaughlin,True,,100,0.8687,0.9,0.95,veteran
Katherine Monk,False,Ex-Press.com,307,0.6677524429967426,,0.8175895765472313,Average
Katherine Pushkar,True,New York Daily News,45,0.7333333333333333,,0.4888888888888889,Average
Katherine Singh,False,Refinery29,13,0.9167,,0.8462,newcomer
Kathi Maio,False,Sojourner,51,0.6078431372549019,,0.49019607843137253,Mild Contrarian
Kathleen Carroll,True,New York Daily News,61,0.8032786885245902,,0.819672131147541,Reliable
Kathleen Maher,False,Austin Chronicle,72,0.7777777777777778,,0.5694444444444444,Reliable
Kathleen Murphy,True,MSN Movies,134,0.7313432835820896,,0.47761194029850745,Average
Kathleen Newman-Bremang,False,MTV,9,0.7778,,1.0,newcomer
Kathryn Bromwich,False,,5,1.0,,0.8,newcomer
Kathryn Reklis,False,The Christian Century,47,0.9148936170212766,,0.851063829787234,Bellwether
Kathryn VanArendonk,True,,43,0.8649,,0.814,established
Kathy Cano Murillo,True,Arizona Republic,77,0.6103896103896104,,0.6883116883116883,Mild Contrarian
Kathy Fennessy,False,"The Stranger (Seattle, WA)",134,0.8432835820895522,,0.7761194029850746,Reliable
Katie Doll,True,,14,0.9286,,0.8571,newcomer
Katie Hogan,True,,100,0.7979,1.0,0.8,veteran
Katie McCabe,False,Time Out,15,0.9286,,0.8667,newcomer
Katie Parker,False,Flicks.co.nz,27,0.8148148148148148,,0.8888888888888888,Reliable
Katie Rife,True,AV Club,280,0.875,,0.6214285714285714,Bellwether
Katie Rosseinsky,False,Independent (UK),11,1.0,,1.0,newcomer
Katie Smith-Wong,True,,100,0.8763,0.8824,0.88,veteran
Katie Walsh,True,,100,0.8,0.8444,0.71,veteran
Katina Vangopoulos,False,Moviedex,46,0.5869565217391305,,0.8478260869565217,Mild Contrarian
Katrina Onstad,False,National Post,52,0.9230769230769231,,0.4807692307692308,Bellwether
Kaveh Jalinous,False,Under the Radar,43,0.907,,0.8605,established
Kay-B,True,,35,0.8571,,0.8571,established
Kayla Kumari Upadhyaya,True,,47,0.8,,0.7447,established
Kayleigh Donaldson,False,Pajiba,33,0.8484848484848485,,0.7575757575757576,Reliable
Kayti Burt,False,Den of Geek,26,0.7307692307692307,,0.6153846153846154,Average
Keeva Stratton,False,Rescu (Australia),97,0.7938144329896907,,0.8969072164948454,Reliable
Keith Breese,False,Filmcritic.com,71,0.6619718309859155,,0.4647887323943662,Average
Keith Cohen,False,Entertainment Spectrum,316,0.680379746835443,,0.8164556962025317,Average
Keith H. Brown,False,Eye for Film,92,0.75,,0.6847826086956522,Average
Keith Phipps,True,AV Club,538,0.845724907063197,,0.45724907063197023,Reliable
Keith Staskiewicz,True,Entertainment Weekly,61,0.8524590163934426,,0.39344262295081966,Bellwether
Keith Uhlich,False,House Next Door,38,0.5,,0.6842105263157895,Contrarian
Keith Watson,False,Daily Telegraph (UK),16,1.0,,0.8125,newcomer
Kelechi Ehenulo,False,Confessions From A Geek Mind,213,0.8732394366197183,,0.8028169014084507,Bellwether
Kelli Weston,False,New York Times,28,0.8214,,0.75,newcomer
Kelly Borgeson,False,Premiere Magazine,21,0.8095238095238095,,0.8095238095238095,Reliable
Kelly Jane Torrance,False,Washington Times,117,0.7008547008547008,,0.8461538461538461,Average
Kelly Kessler,False,Common Sense Media,27,0.8148148148148148,,1.0,Reliable
Kelly Lawler,True,,22,0.9091,,0.5,newcomer
Kelly McClure,False,New York Magazine/Vulture,6,1.0,,1.0,newcomer
Kelly Vance,True,,100,0.697,0.5,0.74,veteran
Ken Eisner,False,Georgia Straight,498,0.7128514056224899,,0.6606425702811245,Average
Ken Fox,False,TV Guide,1098,0.7622950819672131,,0.6757741347905283,Reliable
Ken Hanke,False,"Mountain Xpress (Asheville, NC)",4281,0.7874328427937398,,0.7005372576500818,Reliable
Ken Jaworowski,True,New York Times,74,0.7702702702702703,,0.7567567567567568,Reliable
Ken McIntyre,False,Total Film,142,0.7183098591549296,,0.36619718309859156,Average
Ken Tucker,True,Entertainment Weekly,26,0.7307692307692307,,0.6538461538461539,Average
Kenji Fujishima,False,Slant Magazine,158,0.6772151898734177,,0.4430379746835443,Average
Kenneth R. Morefield,False,1More Film Blog,69,0.6231884057971014,,0.6956521739130435,Mild Contrarian
Kenneth Seward Jr.,True,,48,0.7083,,0.7708,established
Kenneth Turan,True,Los Angeles Times,2247,0.7926123720516244,,0.7343124165554072,Reliable
Kent Garrison,False,Mad About Movies Podcast,100,0.83,0.8095,0.73,veteran
Kent M. Wilhelm,True,,30,0.9286,,0.8667,established
Kent Turner,True,,100,0.8191,0.7778,0.81,veteran
Keri O'Shea,False,Warped Perspective,24,0.7083333333333334,,0.8333333333333334,Average
Kerry Lengel,True,Arizona Republic,241,0.7219917012448133,,0.6970954356846473,Average
Keva York,False,ABC News (Australia),20,0.85,,0.65,Reliable
Kevin A. Ranson,False,MovieCrypt.com,987,0.668693009118541,,0.7304964539007093,Average
Kevin B. Lee,True,Time Out,21,0.6666666666666666,,0.5238095238095238,Average
Kevin Biggers,False,FilmStew.com,37,0.8378378378378378,,0.4864864864864865,Reliable
Kevin Bourne,True,,65,0.8033,0.6667,0.9231,established
Kevin Brackett,True,,48,0.75,,0.8125,established
Kevin C. Johnson,True,St. Louis Post-Dispatch,74,0.6756756756756757,,0.6621621621621622,Average
Kevin Carr,True,,100,0.64,0.7059,0.71,veteran
Kevin Courrier,False,Boxoffice Magazine,129,0.6976744186046512,,0.4728682170542636,Average
Kevin Crust,True,Los Angeles Times,338,0.7928994082840237,,0.5029585798816568,Reliable
Kevin Fallon,False,The Daily Beast,63,0.6666666666666666,,0.7619047619047619,Average
Kevin Fiddler,False,"Henderson Home News (Henderson, NV)",61,0.5573770491803278,,0.639344262295082,Mild Contrarian
Kevin Fox Jr.,False,Paste Magazine,36,0.7273,,0.75,established
Kevin Fullerton,False,The List,7,0.8571,,0.8571,newcomer
Kevin Harley,False,Total Film,100,0.8526,1.0,0.72,veteran
Kevin Jagernauth,False,The Playlist,272,0.7205882352941176,,0.4411764705882353,Average
Kevin John Bozelka,False,Milwaukee Journal Sentinel,21,0.7142857142857143,,0.38095238095238093,Average
Kevin L. Lee,False,Film Inquiry,52,0.8653846153846154,,0.7307692307692307,Bellwether
Kevin Lally,False,Film Journal International,365,0.8027397260273973,,0.8054794520547945,Reliable
Kevin Maher,True,Times (UK),919,0.7464635473340587,,0.515778019586507,Average
Kevin Maynard,True,Mr. Showbiz,248,0.6935483870967742,,0.5040322580645161,Average
Kevin McCarthy,False,WJFK-FM (CBS Radio),186,0.6129032258064516,,0.7204301075268817,Mild Contrarian
Kevin N. Laforest,False,Montreal Film Journal,1004,0.7539840637450199,,0.7669322709163346,Reliable
Kevin P. Sullivan,True,Entertainment Weekly,40,0.875,,0.6,Bellwether
Kevin Ritchie,False,NOW Toronto,29,0.8275862068965517,,0.6896551724137931,Reliable
Kevin Sampson,True,,20,1.0,1.0,0.65,newcomer
Kevin Slane,True,,40,0.875,0.8235,0.725,established
Kevin Thomas,True,Los Angeles Times,1059,0.6166194523135033,,0.7516525023607177,Mild Contrarian
Kevin Wight,True,,100,0.8462,,0.75,veteran
Kevin Williamson,False,Jam! Movies,298,0.8221476510067114,,0.5100671140939598,Reliable
Khanaphot Saengchai,False,Bangkok Post,10,0.9,0.8,0.9,newcomer
