critic_name,top_critic,publisher_name,total_reviews,agreement_rate,fresh_rate,tier
Justin Hartung,False,Citysearch,51,0.7647058823529411,0.5686274509803921,Reliable
Min-sik Yoon,False,Korea Herald,34,0.7647058823529411,0.7058823529411765,Reliable
Ross Brooks,False,Citysearch,34,0.7647058823529411,0.6176470588235294,Reliable
Graham Young,False,Birmingham Mail,531,0.7645951035781544,0.6911487758945386,Reliable
Ethan Alter,False,Film Journal International,514,0.7645914396887159,0.4357976653696498,Reliable
Rachel Wagner,False,rachelsreviews.net,790,0.7645569620253164,0.7,Reliable
Scott Tobias,True,NPR,259,0.7644787644787645,0.5212355212355212,Reliable
Edward Havens,False,FilmJerk.com,297,0.7643097643097643,0.6734006734006734,Reliable
Justin Brown,False,Medium Popcorn,123,0.7642276422764228,0.4715447154471545,Reliable
Mabel Salinas,False,Cine Premiere,106,0.7641509433962265,0.5471698113207547,Reliable
Víctor López G.,False,Espinof,178,0.7640449438202247,0.7921348314606742,Reliable
Nell Minow,True,RogerEbert.com,72,0.7638888888888888,0.6111111111111112,Reliable
Lisa Giles-Keddie,False,HeyUGuys,72,0.7638888888888888,0.9305555555555556,Reliable
Stan Hall,False,Oregonian,127,0.7637795275590551,0.7244094488188977,Reliable
A.O. Scott,True,New York Times,2074,0.76374156219865,0.6523625843780135,Reliable
Rick Chatenever,False,Santa Cruz Sentinel,55,0.7636363636363637,0.6545454545454545,Reliable
David Denby,True,New York Magazine/Vulture,55,0.7636363636363637,0.5272727272727272,Reliable
Cherryl Dawson and Leigh Ann Palone,False,TheMovieChicks.com,1467,0.7634628493524199,0.5262440354464895,Reliable
Sergio López Aguirre,False,Cine Premiere,131,0.7633587786259542,0.8473282442748091,Reliable
Stephen Cole,True,Globe and Mail,283,0.7632508833922261,0.43462897526501765,Reliable
Lawrence Terenzi,True,Mr. Showbiz,38,0.7631578947368421,0.47368421052631576,Reliable
Rob Owen,False,Pittsburgh Post-Gazette,38,0.7631578947368421,0.7631578947368421,Reliable
Stella Papamichael,False,Digital Spy,380,0.7631578947368421,0.6736842105263158,Reliable
Matt Patches,False,IGN Movies,76,0.7631578947368421,0.5921052631578947,Reliable
Andy Weil,False,ComingSoon.net,38,0.7631578947368421,0.5263157894736842,Reliable
Andrew Lowry,False,Total Film,38,0.7631578947368421,0.7631578947368421,Reliable
Khari J. Sampson,False,Gwinnett Daily Post (GA),38,0.7631578947368421,0.8421052631578947,Reliable
Aaron Hillis,True,Village Voice,211,0.7630331753554502,0.4549763033175355,Reliable
Mark R. Leeper,False,rec.arts.movies.reviews,1363,0.7630227439471754,0.7615553925165077,Reliable
Marc Fennell,False,Triple J,97,0.7628865979381443,0.6701030927835051,Reliable
John Hanlon,False,John Hanlon Reviews,388,0.7628865979381443,0.7164948453608248,Reliable
Ethan Alter,False,NYC Film Critic,312,0.7628205128205128,0.6153846153846154,Reliable
Paul Chambers,False,CNNRadio,177,0.7627118644067796,0.4519774011299435,Reliable
Craig D. Lindsey,False,Nashville Scene,59,0.7627118644067796,0.6271186440677966,Reliable
Maitland McDonagh,False,TV Guide,1791,0.7627024008933556,0.4812953657174763,Reliable
Fr. Chris Carpenter,False,Movie Dearest,375,0.7626666666666667,0.864,Reliable
Andrew Pulver,True,Guardian,240,0.7625,0.625,Reliable
Rich Heldenfels,False,Akron Beacon Journal,101,0.7623762376237624,0.7128712871287128,Reliable
Kate Stables,False,Total Film,101,0.7623762376237624,0.8217821782178217,Reliable
Ken Fox,False,TV Guide,1098,0.7622950819672131,0.6757741347905283,Reliable
Chris Barsanti,False,The Playlist,21,0.7619047619047619,0.7142857142857143,Reliable
Zach Hollwedel,False,Under the Radar,126,0.7619047619047619,0.5873015873015873,Reliable
Alan Ng,False,Film Threat,210,0.7619047619047619,0.9142857142857143,Reliable
Darren Ruecker,False,We Got This Covered,42,0.7619047619047619,0.9523809523809523,Reliable
Filipe Freitas,False,Film Threat,63,0.7619047619047619,0.746031746031746,Reliable
Steven Winn,True,San Francisco Chronicle,21,0.7619047619047619,0.5238095238095238,Reliable
James Marsh,False,RTHK Radio 3,21,0.7619047619047619,0.6190476190476191,Reliable
Merle Bertrand,False,Film Threat,63,0.7619047619047619,0.8095238095238095,Reliable
Evan Saathoff,False,Birth.Movies.Death.,84,0.7619047619047619,0.7380952380952381,Reliable
Tiffany Tchobanian,False,Film Threat,21,0.7619047619047619,0.9047619047619048,Reliable
Jeremy Lebens,False,We Got This Covered,63,0.7619047619047619,0.7301587301587301,Reliable
Judith Crist,False,Texas Monthly,21,0.7619047619047619,0.8095238095238095,Reliable
MaryAnn Johanson,False,Flick Filosopher,4175,0.7616766467065869,0.5798802395209581,Reliable
Enrique Buchichio,False,Uruguay Total,495,0.7616161616161616,0.7111111111111111,Reliable
Gerald Peary,False,Boston Phoenix,130,0.7615384615384615,0.7384615384615385,Reliable
Janos Gereben,False,Entertainment Insiders,109,0.7614678899082569,0.7247706422018348,Reliable
Daniel Green,False,CineVue,197,0.7614213197969543,0.6649746192893401,Reliable
Rene Rodriguez,True,Miami Herald,1840,0.7614130434782609,0.5940217391304348,Reliable
Geoff Pevere,True,Globe and Mail,88,0.7613636363636364,0.5909090909090909,Reliable
Anton Bitel,False,Sight and Sound,134,0.7611940298507462,0.8507462686567164,Reliable
Sam Adams,True,AV Club,113,0.7610619469026548,0.5752212389380531,Reliable
David Sexton,True,London Evening Standard,431,0.7610208816705336,0.7331786542923434,Reliable
Andrew Kendall,False,Stabroek News,159,0.7610062893081762,0.6729559748427673,Reliable
Kirk Baird,False,Toledo Blade,343,0.760932944606414,0.6763848396501457,Reliable
Nick Dent,False,Daily Telegraph (Australia),92,0.7608695652173914,0.6847826086956522,Reliable
Louis Proyect,False,rec.arts.movies.reviews,690,0.7608695652173914,0.8072463768115942,Reliable
Chris Barsanti,False,Film Journal International,276,0.7608695652173914,0.5579710144927537,Reliable
Larry Vitacco,False,Philadelphia Gay News,46,0.7608695652173914,0.6739130434782609,Reliable
David Hinckley,True,New York Daily News,46,0.7608695652173914,0.717391304347826,Reliable
George M. Thomas,False,The Cleveland Movie Blog,46,0.7608695652173914,0.8695652173913043,Reliable
Ryan Syrek,False,"The Reader (Omaha, NE)",418,0.7607655502392344,0.6578947368421053,Reliable
Mike Ward,False,Richmond Times-Dispatch,401,0.7605985037406484,0.6209476309226932,Reliable
Nikhat Kazmi,False,The Times of India,71,0.7605633802816901,0.7323943661971831,Reliable
Marlow Stern,False,Manhattan Movie Magazine,71,0.7605633802816901,0.6901408450704225,Reliable
Travis Hopson,False,Punch Drunk Critics,664,0.7605421686746988,0.7424698795180723,Reliable
Clint O'Connor,False,Cleveland Plain Dealer,547,0.7605118829981719,0.720292504570384,Reliable
Josef Braun,False,"Vue Weekly (Edmonton, Alberta)",96,0.7604166666666666,0.6979166666666666,Reliable
Dan Mecca,False,The Film Stage,146,0.7602739726027398,0.6506849315068494,Reliable
Tom Milne,True,Time Out,171,0.7602339181286549,0.672514619883041,Reliable
Vikram Murthi,True,AV Club,25,0.76,0.56,Reliable
Felipe Tapia,False,Cinetvymas.cl,25,0.76,0.76,Reliable
Godfrey Cheshire,True,Variety,25,0.76,0.48,Reliable
Bill Newcott,False,AARP Movies for Grownups,175,0.76,0.7885714285714286,Reliable
Molly Eichel,False,Philadelphia Daily News,25,0.76,0.56,Reliable
Mark Keizer,False,Alt Film Guide,25,0.76,0.64,Reliable
Juanma Fernández París,False,El Nuevo Día (Puerto Rico),125,0.76,0.8,Reliable
Tom Shone,True,Guardian,25,0.76,0.52,Reliable
Matthew Rozsa,True,Salon.com,100,0.76,0.66,Reliable
Ali Barclay,True,BBC.com,25,0.76,0.8,Reliable
Rob Dean,False,Daily Grindhouse,25,0.76,0.68,Reliable
Sarah Hepola,False,Austin Chronicle,25,0.76,0.4,Reliable
Brian Holcomb,False,Beyond Hollywood,25,0.76,0.76,Reliable
Mark Sommer,False,Buffalo News,25,0.76,0.84,Reliable
Pat Padua,True,Washington Post,75,0.76,0.6133333333333333,Reliable
Danielle Davenport,False,One Room With A View,25,0.76,0.68,Reliable
Bradley Warren,False,The Playlist,25,0.76,0.64,Reliable
Eric Henderson,False,Slant Magazine,354,0.7598870056497176,0.5112994350282486,Reliable
Kim Morgan,False,Oregonian,254,0.7598425196850394,0.4645669291338583,Reliable
Jim Ross,False,TAKE ONE Magazine,129,0.7596899224806202,0.7209302325581395,Reliable
Derek Adams,True,Time Out,520,0.7596153846153846,0.5961538461538461,Reliable
Neil Miller,False,Film School Rejects,183,0.7595628415300546,0.7213114754098361,Reliable
Allan Hunter,False,Screen International,183,0.7595628415300546,0.7868852459016393,Reliable
Loey Lockerby,False,Kansas City Star,262,0.7595419847328244,0.46946564885496184,Reliable
Tomris Laffly,True,RogerEbert.com,79,0.759493670886076,0.7088607594936709,Reliable
Rob Hunter,False,Film School Rejects,503,0.7594433399602386,0.7773359840954275,Reliable
Brandon Collins,False,Medium Popcorn,133,0.7593984962406015,0.48872180451127817,Reliable
Allison Rose,False,FlickDirect,320,0.759375,0.865625,Reliable
J Hurtado,False,ScreenAnarchy,108,0.7592592592592593,0.7129629629629629,Reliable
David Frese,False,Kansas City Star,108,0.7592592592592593,0.5,Reliable
Richard Trenholm,False,CNET,108,0.7592592592592593,0.6944444444444444,Reliable
Jo Berry,False,Radio Times,54,0.7592592592592593,0.6666666666666666,Reliable
Brian Tallerico,False,UGO,245,0.7591836734693878,0.5387755102040817,Reliable
Joe Bendel,False,Epoch Times,137,0.7591240875912408,0.8978102189781022,Reliable
Will Leitch,True,The New Republic,83,0.7590361445783133,0.5060240963855421,Reliable
Derek Smith,False,Tiny Mix Tapes,83,0.7590361445783133,0.7469879518072289,Reliable
Steven Sheehan,False,The Digital Fix,83,0.7590361445783133,0.6626506024096386,Reliable
Arthur Salm,False,San Diego Union-Tribune,83,0.7590361445783133,0.4457831325301205,Reliable
John Wirt,False,"Advocate (Baton Rouge, LA)",942,0.7590233545647559,0.5966029723991507,Reliable
Oswaldo Betancourt Lozano,False,Chilango.com,112,0.7589285714285714,0.75,Reliable
Sean Axmaker,False,Seattle Post-Intelligencer,813,0.7589175891758918,0.5854858548585485,Reliable
David Edelstein,True,New York Magazine/Vulture,1509,0.7587806494367131,0.7123923127899271,Reliable
Charles Gant,True,Variety,29,0.7586206896551724,0.6551724137931034,Reliable
Stella Papamichael,False,Radio Times,174,0.7586206896551724,0.6954022988505747,Reliable
Murtada Elfadl,False,The Film Experience,29,0.7586206896551724,0.8275862068965517,Reliable
Tim Grierson,True,The New Republic,29,0.7586206896551724,0.5862068965517241,Reliable
Phumlani S Langa,False,City Press (South Africa),29,0.7586206896551724,0.6551724137931034,Reliable
Jay Richardson,False,Future Movies UK,58,0.7586206896551724,0.7586206896551724,Reliable
Drew McAnulty,False,Jam! Movies,29,0.7586206896551724,0.6206896551724138,Reliable
Kristen Yoonsoo Kim,True,Village Voice,29,0.7586206896551724,0.27586206896551724,Reliable
Bill Watters,False,Bleeding Cool,29,0.7586206896551724,0.7241379310344828,Reliable
Jeff York,False,Creative Screenwriting,116,0.7586206896551724,0.6982758620689655,Reliable
Bill Watters,False,Aggressive Comix,29,0.7586206896551724,0.8620689655172413,Reliable
Paul Farren,False,Film Ireland Magazine,29,0.7586206896551724,0.8275862068965517,Reliable
Dragan Antulov,False,Draxblog Movie Reviews,149,0.7583892617449665,0.5234899328859061,Reliable
Bruce DeMara,True,Toronto Star,480,0.7583333333333333,0.6666666666666666,Reliable
Justin Craig,False,FoxNews.com,182,0.7582417582417582,0.7582417582417582,Reliable
Dan Fazio,False,Citysearch,153,0.7581699346405228,0.5555555555555556,Reliable
Scott Weinberg,False,DVDTalk.com,215,0.7581395348837209,0.5116279069767442,Reliable
Leigh Monson,False,Birth.Movies.Death.,124,0.7580645161290323,0.6693548387096774,Reliable
Leslie Rigoulot,False,Film Scouts,62,0.7580645161290323,0.6451612903225806,Reliable
Edward Douglas,False,Film Journal International,62,0.7580645161290323,0.6129032258064516,Reliable
Lisa Rose,True,Newark Star-Ledger,467,0.7580299785867237,0.3875802997858672,Reliable
Edward Porter,False,Sunday Times (UK),500,0.758,0.534,Reliable
Jim Vejvoda,False,IGN Movies,252,0.7579365079365079,0.6984126984126984,Reliable
Maitland McDonagh,False,Miss FlickChick,95,0.7578947368421053,0.6736842105263158,Reliable
Walter V. Addiego,False,San Francisco Examiner,95,0.7578947368421053,0.47368421052631576,Reliable
Scott Foundas,True,Village Voice,95,0.7578947368421053,0.5789473684210527,Reliable
James Mottram,False,Total Film,227,0.7577092511013216,0.8325991189427313,Reliable
Ed Potton,True,Times (UK),293,0.757679180887372,0.6996587030716723,Reliable
Jacob Oller,False,Film School Rejects,33,0.7575757575757576,0.5151515151515151,Reliable
Ryan Lattanzio,False,Thompson on Hollywood,33,0.7575757575757576,0.9090909090909091,Reliable
Joe Dziemianowicz,True,New York Daily News,66,0.7575757575757576,0.6060606060606061,Reliable
Rachel Saltz,True,New York Times,99,0.7575757575757576,0.5858585858585859,Reliable
James Hebert,False,San Diego Union-Tribune,33,0.7575757575757576,0.6060606060606061,Reliable
David Bax,False,Battleship Pretension,202,0.7574257425742574,0.7128712871287128,Reliable
Lisa Kennedy,True,Denver Post,1249,0.7574059247397918,0.755004003202562,Reliable
Mark Rahner,True,Seattle Times,169,0.757396449704142,0.47337278106508873,Reliable
Justin Chang,True,Variety,779,0.7573812580231065,0.5365853658536586,Reliable
Daniel M. Kimmel,False,Worcester Telegram & Gazette,1809,0.7573244886677722,0.6478717523493643,Reliable
Brandon Fibbs,False,BrandonFibbs.com,379,0.7572559366754618,0.7282321899736148,Reliable
Eddie Strait,False,The Daily Dot,70,0.7571428571428571,0.6714285714285714,Reliable
A.H. Weiler,True,New York Times,70,0.7571428571428571,0.6428571428571429,Reliable
Scott Von Doviak,False,culturevulture.net,140,0.7571428571428571,0.4,Reliable
Bill Gibron,False,PopMatters,741,0.757085020242915,0.7098515519568152,Reliable
Steven Snyder,False,Zertinet Movies,428,0.7570093457943925,0.677570093457944,Reliable
Tara Thorne,False,"The Coast (Halifax, Nova Scotia)",251,0.7569721115537849,0.7928286852589641,Reliable
Cole Smithey,False,ColeSmithey.com,3845,0.7568270481144344,0.7001300390117036,Reliable
Ted Shen,True,Chicago Reader,37,0.7567567567567568,0.6756756756756757,Reliable
Pamela Jahn,False,Electric Sheep,37,0.7567567567567568,0.8378378378378378,Reliable
Charlie Schmidlin,False,The Playlist,37,0.7567567567567568,0.5405405405405406,Reliable
David Stratton,True,Variety,37,0.7567567567567568,0.8648648648648649,Reliable
Juanma Ruiz,False,Caimán Cuadernos de Cine,37,0.7567567567567568,0.7567567567567568,Reliable
Carlo Cavagna,False,AboutFilm.com,374,0.7566844919786097,0.5320855614973262,Reliable
Michael Smith,False,Tulsa World,604,0.7566225165562914,0.6622516556291391,Reliable
Roger Moore,False,Movie Nation,2210,0.7565610859728507,0.5090497737556561,Reliable
Simi Horwitz,False,Film Journal International,115,0.7565217391304347,0.4260869565217391,Reliable
John Anderson,True,Newsday,1010,0.7564356435643564,0.5811881188118811,Reliable
Chris Knight,False,National Post,1293,0.7563805104408353,0.7231245166279969,Reliable
Stella Papamichael,True,BBC.com,275,0.7563636363636363,0.5890909090909091,Reliable
Steve Biodrowski,False,ESplatter,201,0.7562189054726368,0.5373134328358209,Reliable
Glenn Whipp,False,Los Angeles Daily News,931,0.7561761546723953,0.523093447905478,Reliable
Bob Aulert,False,culturevulture.net,82,0.7560975609756098,0.4024390243902439,Reliable
Todd Gilchrist,False,CBR,41,0.7560975609756098,0.5365853658536586,Reliable
Kim Newman,False,Screen International,41,0.7560975609756098,0.9024390243902439,Reliable
Staci Layne Wilson,False,Yahoo! Movies,41,0.7560975609756098,0.7560975609756098,Reliable
Dave Kehr,True,New York Times,172,0.7558139534883721,0.4127906976744186,Reliable
Rhys Tarling,False,Isolated Nation,86,0.7558139534883721,0.686046511627907,Reliable
Robert Roten,False,Laramie Movie Scope,3652,0.755750273822563,0.8039430449069004,Reliable
Mike Goodridge,False,Screen International,131,0.7557251908396947,0.7404580152671756,Reliable
Jorge (JJ) Negrete,False,Butaca Ancha,131,0.7557251908396947,0.7099236641221374,Reliable
Steve Newton,False,Georgia Straight,401,0.7556109725685786,0.2942643391521197,Reliable
Julie Crawford,False,"North Shore News (Vancouver, B.C.)",135,0.7555555555555555,0.6814814814814815,Reliable
Joe Mader,False,Palo Alto Weekly,45,0.7555555555555555,0.24444444444444444,Reliable
Harris Dang,False,Impulse Gamer,45,0.7555555555555555,0.6888888888888889,Reliable
Jeremy C. Fox,False,Pajiba,225,0.7555555555555555,0.5155555555555555,Reliable
M.E. Russell,False,Oregonian,278,0.7553956834532374,0.5035971223021583,Reliable
Ron Wells,False,Film Threat,188,0.7553191489361702,0.6968085106382979,Reliable
Cameron Meier,False,Orlando Weekly,188,0.7553191489361702,0.6861702127659575,Reliable
David Medsker,False,Bullz-Eye.com,425,0.7552941176470588,0.6423529411764706,Reliable
E! Staff,False,E! Online,711,0.7552742616033755,0.6272855133614628,Reliable
Robert Denerstein,False,Movie Habit,572,0.7552447552447552,0.5087412587412588,Reliable
Martin Thomas,False,Double Toasted,196,0.7551020408163265,0.45918367346938777,Reliable
Peg Aloi,False,Boston Phoenix,49,0.7551020408163265,0.7346938775510204,Reliable
Soumya Srivastava,False,Hindustan Times,49,0.7551020408163265,0.4897959183673469,Reliable
Tim Grierson,False,The Simon,49,0.7551020408163265,0.7959183673469388,Reliable
Cain Noble-Davies,False,FILMINK (Australia),49,0.7551020408163265,0.7346938775510204,Reliable
James Plath,False,Family Home Theater,151,0.7549668874172185,0.8675496688741722,Reliable
Nick Hasted,False,The Arts Desk,102,0.7549019607843137,0.7941176470588235,Reliable
Devin Faraci,False,Birth.Movies.Death.,257,0.754863813229572,0.642023346303502,Reliable
Steve Schneider,False,Orlando Weekly,734,0.7547683923705722,0.5149863760217984,Reliable
Quim Casas,False,Sensacine,53,0.7547169811320755,0.8867924528301887,Reliable
Janet Maslin,True,New York Times,1011,0.7546983184965381,0.6567754698318496,Reliable
V.A. Musetto,True,New York Post,868,0.7546082949308756,0.6278801843317973,Reliable
Robert Levin,False,amNewYork,717,0.7545327754532776,0.606694560669456,Reliable
James Wegg,False,JWR,391,0.7544757033248082,0.8209718670076727,Reliable
Bruce Kirkland,False,Jam! Movies,847,0.7544273907910272,0.641086186540732,Reliable
Clint O'Connor,False,Akron Beacon Journal,57,0.7543859649122807,0.8596491228070176,Reliable
Kalvin Henely,False,Slant Magazine,57,0.7543859649122807,0.543859649122807,Reliable
Kurt Dahlke,False,Apollo Guide,57,0.7543859649122807,0.5087719298245614,Reliable
Pamela Powell,False,"Daily Journal (Kankakee, IL)",232,0.7543103448275862,0.7068965517241379,Reliable
Timothy Knight,False,Reel.com,545,0.7541284403669725,0.48807339449541287,Reliable
John Lui,False,The Straits Times (Singapore),606,0.7541254125412541,0.6584158415841584,Reliable
Kevin N. Laforest,False,Montreal Film Journal,1004,0.7539840637450199,0.7669322709163346,Reliable
J. Hoberman,True,Village Voice,772,0.7538860103626943,0.6852331606217616,Reliable
Karen M. Peterson,False,AwardsCircuit.com,65,0.7538461538461538,0.8153846153846154,Reliable
Ruthe Stein,True,San Francisco Chronicle,398,0.7537688442211056,0.5954773869346733,Reliable
Greg Maki,False,"Star-Democrat (Easton, MD)",1064,0.7537593984962406,0.6616541353383458,Reliable
Anders Wotzke,False,Moviedex,276,0.7536231884057971,0.5652173913043478,Reliable
David Hiltbrand,True,Philadelphia Inquirer,215,0.7534883720930232,0.27906976744186046,Reliable
Chris Foran,False,Milwaukee Journal Sentinel,73,0.7534246575342466,0.7534246575342466,Reliable
C.J. Prince,False,Way Too Indie,223,0.7533632286995515,0.695067264573991,Reliable
Alexander Walker,True,London Evening Standard,77,0.7532467532467533,0.5584415584415584,Reliable
Bill Pearis,False,Citysearch,154,0.7532467532467533,0.5064935064935064,Reliable
Brett McCracken,False,Christianity Today,77,0.7532467532467533,0.7142857142857143,Reliable
Dennis Schwartz,False,Dennis Schwartz Movie Reviews,6524,0.7532188841201717,0.6218577559779277,Reliable
M.V. Moorhead,False,Phoenix Magazine,81,0.7530864197530864,0.8765432098765432,Reliable
Graham Young,False,Birmingham Post,421,0.7529691211401425,0.684085510688836,Reliable
Alex Hudson,False,Exclaim!,85,0.7529411764705882,0.611764705882353,Reliable
Josh Kupecki,False,Austin Chronicle,174,0.7528735632183908,0.5574712643678161,Reliable
John Fink,False,The Film Stage,267,0.7528089887640449,0.550561797752809,Reliable
Jane Stevenson,False,Jam! Movies,89,0.7528089887640449,0.5730337078651685,Reliable
John P. McCarthy,False,ReelTalk Movie Reviews,271,0.7527675276752768,0.5313653136531366,Reliable
Rebecca Murray,False,About.com,1318,0.7526555386949925,0.6714719271623673,Reliable
Elvis Mitchell,True,New York Times,388,0.7525773195876289,0.4587628865979381,Reliable
Scott Weinberg,False,DVD Clinic,97,0.7525773195876289,0.711340206185567,Reliable
Manohla Dargis,True,Los Angeles Times,202,0.7524752475247525,0.4504950495049505,Reliable
Todd McCarthy,True,Variety,917,0.752453653217012,0.5856052344601963,Reliable
Rich Cline,False,Shadows on the Wall,3852,0.7523364485981309,0.7829698857736241,Reliable
Helen O'Hara,False,Empire Magazine,254,0.7519685039370079,0.7204724409448819,Reliable
Brian Orndorf,False,DVDTalk.com,129,0.751937984496124,0.46511627906976744,Reliable
Kristy Puchko,False,Pajiba,262,0.7519083969465649,0.6030534351145038,Reliable
Mark Ellis,False,Schmoes Know,435,0.7517241379310344,0.7425287356321839,Reliable
Andy Webster,True,New York Times,290,0.7517241379310344,0.5793103448275863,Reliable
Felix Gonzalez Jr.,False,DVD Review,149,0.7516778523489933,0.610738255033557,Reliable
Daniel Krauze,False,El Financiero,169,0.7514792899408284,0.7041420118343196,Reliable
Shane Burridge,False,rec.arts.movies.reviews,173,0.7514450867052023,0.9942196531791907,Reliable
Steven Rosen,True,Denver Post,366,0.7513661202185792,0.5109289617486339,Reliable
Bob Strauss,False,Los Angeles Daily News,1291,0.7513555383423702,0.587141750580945,Reliable
Jeff Millar,True,Houston Chronicle,197,0.751269035532995,0.5736040609137056,Reliable
David N. Butterworth,False,rec.arts.movies.reviews,446,0.7511210762331838,0.5672645739910314,Reliable
Boo Allen,False,Denton Record-Chronicle,546,0.7509157509157509,0.6373626373626373,Reliable
Jeff Shannon,True,Seattle Times,301,0.7508305647840532,0.6910299003322259,Reliable
Matthew Razak,False,Flixist.com,305,0.7508196721311475,0.6032786885245902,Reliable
Kevin McCarthy,False,BDK Reviews,337,0.7507418397626113,0.7181008902077152,Reliable
Desson Thomson,True,Washington Post,1876,0.7505330490405118,0.5357142857142857,Reliable
Laine Ewen,False,Premiere Magazine,28,0.75,0.32142857142857145,Average
Scout Tafoya,True,RogerEbert.com,20,0.75,0.85,Average
Eric Webb,False,Austin American-Statesman,20,0.75,0.65,Average
Erik Davis,False,Cinematical,48,0.75,0.8333333333333334,Average
Paddy Kehoe,False,RTÉ (Ireland),104,0.75,0.6923076923076923,Average
Erick Weber,False,Final Cut on Film,20,0.75,0.65,Average
Stephen Dalton,True,Hollywood Reporter,152,0.75,0.618421052631579,Average
Michael Adams,False,Empire Magazine Australasia,20,0.75,0.9,Average
Todd Gilchrist,False,H Magazine,20,0.75,0.65,Average
Dan Schindel,False,Hyperallergic,28,0.75,0.6785714285714286,Average
Manuela Lazic,False,The Ringer,28,0.75,0.8214285714285714,Average
Alan Scherstuhl,False,Denver Westword,24,0.75,0.8333333333333334,Average
Vanessa Sibbald,False,Zap2it.com,60,0.75,0.5666666666666667,Average
Paul Chambers,False,Movie Chambers,460,0.75,0.4826086956521739,Average
Jake Cole,False,Movie Mezzanine,40,0.75,0.65,Average
Paul Doro,False,Milwaukee Journal Sentinel,148,0.75,0.36486486486486486,Average
Jonathan Trout,True,BBC.com,20,0.75,0.65,Average
Richard Edwards,False,SFX Magazine,28,0.75,0.75,Average
John Zebrowski,True,Seattle Times,48,0.75,0.5416666666666666,Average
Yvonne Condes,False,Common Sense Media,28,0.75,0.6428571428571429,Average
Luke Hicks,False,Film School Rejects,24,0.75,0.8333333333333334,Average
Matt Prigge,False,Philadelphia Weekly,20,0.75,0.65,Average
Gail Tolley,False,The List,24,0.75,0.8333333333333334,Average
Matt Prigge,False,rec.arts.movies.reviews,36,0.75,0.7222222222222222,Average
Clarence Tsui,True,Hollywood Reporter,24,0.75,0.625,Average
Steven Snyder,False,Greater Milwaukee Today,20,0.75,0.75,Average
Rebeca Salas,False,En la butaca,20,0.75,0.55,Average
Angie Han,False,FilmWeek (KPCC - NPR Los Angeles),28,0.75,0.6785714285714286,Average
Leah Rozen,True,TheWrap,64,0.75,0.5,Average
Steve Tilley,True,Toronto Sun,28,0.75,0.5357142857142857,Average
Angie Han,False,Slashfilm,36,0.75,0.8333333333333334,Average
Renuka Vyavahare,False,The Times of India,104,0.75,0.7307692307692307,Average
Anna Smith,False,Empire Magazine,208,0.75,0.6682692307692307,Average
Anne Cohen,False,Refinery29,164,0.75,0.8353658536585366,Average
Pamela Powell,False,Reel Honest Reviews,64,0.75,0.890625,Average
Scott Tobias,True,Variety,36,0.75,0.2777777777777778,Average
Graham Fuller,False,Culture Trip,56,0.75,0.875,Average
Jason Gorber,False,Film Scouts,224,0.75,0.7857142857142857,Average
Stephen Hunter,False,Baltimore Sun,144,0.75,0.5208333333333334,Average
Jorge Rivera Rubio,False,QiiBO,68,0.75,0.8970588235294118,Average
Alonso Duralde,True,TheWrap,968,0.75,0.518595041322314,Average
Rob Humanick,False,The Berks-Mont News,28,0.75,0.8214285714285714,Average
Namrata Joshi,False,Outlook,144,0.75,0.4722222222222222,Average
Alonso Duralde,False,Linoleum Knife,36,0.75,0.6388888888888888,Average
Pamela Hutchinson,False,Sight and Sound,20,0.75,0.8,Average
Laura Kern,False,Film Comment Magazine,48,0.75,0.7708333333333334,Average
Jaspreet Pandohar,True,BBC.com,20,0.75,0.6,Average
Christopher Null,False,Film Racket,44,0.75,0.4772727272727273,Average
Arthur Knight,True,Hollywood Reporter,24,0.75,0.7916666666666666,Average
Andrew Simpson,False,Fan The Fire,36,0.75,0.5555555555555556,Average
John DeFore,True,Washington Post,28,0.75,0.4642857142857143,Average
Brian Orndorf,False,Dark Horizons,20,0.75,0.35,Average
Tim Cogshell,False,FilmWeek (KPCC - NPR Los Angeles),136,0.75,0.7279411764705882,Average
Billy Tatum,False,We Got This Covered,28,0.75,0.7142857142857143,Average
Nicholas Barber,True,BBC.com,128,0.75,0.671875,Average
Mary Brennan,True,Seattle Times,32,0.75,0.375,Average
Peter Debruge,True,Miami Herald,116,0.75,0.33620689655172414,Average
Nihit Bhave,False,The Times of India,20,0.75,0.7,Average
Jette Kernion,False,Cinematical,120,0.75,0.525,Average
Karina Longworth,False,L.A. Weekly,20,0.75,0.5,Average
Chase Whale,False,ChaseWhale.com,56,0.75,0.875,Average
Edward Douglas,True,New York Daily News,56,0.75,0.5892857142857143,Average
Nick Pinkerton,False,L.A. Weekly,20,0.75,0.15,Average
Sophie Monks Kaufman,True,Little White Lies,184,0.75,0.6141304347826086,Average
Dan Jackson,False,Thrillist,56,0.75,0.48214285714285715,Average
Diego Lerer,False,Otroscines.com,24,0.75,0.7916666666666666,Average
Charles Savage,True,Miami Herald,36,0.75,0.3611111111111111,Average
Tori Preston,False,Pajiba,52,0.75,0.6923076923076923,Average
Robert Koehler,False,Cinema Scope,32,0.75,0.71875,Average
Robert Newton,False,Christian Science Monitor,20,0.75,0.3,Average
Julie Hinds,True,San Jose Mercury News,40,0.75,0.475,Average
Brandon Zachary,False,CBR,36,0.75,0.7222222222222222,Average
Kate Stables,False,Sight and Sound,28,0.75,0.7857142857142857,Average
